numerator,denominator,pct,abs_diff_pp,reproduces,definitions,all_time,unit,numerator_rule,pending_rule,rescinded_rule,date_basis,window
10.0,17,58.82,13.18,False,40,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Offers.Decision On,trailing 3m to 2026-08-27
23.0,27,85.19,13.19,False,2,0,offer records,Status = Accepted,Pending counted as accepted,proxy: application carries a Rejection Reason -> excluded,Applications.Offered On | Offers.Offered On,2026 YTD to 2026-09-14
7.67,9,85.22,13.22,False,5,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Offers.Decision On,trailing 3m to 2026-08-27
14.5,17,85.29,13.29,False,1,0,requisitions: mean of per-requisition rates,Status = Accepted,Pending counted as accepted,none (no Rescinded status exists),Offers.Decision On,2026 YTD to 2026-09-14
17.0,29,58.62,13.38,False,4,0,offer records,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> not accepted,Offers.Decision On,2026 YTD to 2026-09-14
21.0,36,58.33,13.67,False,5,1,offer records,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as not accepted,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
14.0,24,58.33,13.67,False,10,0,candidates: outcome of latest offer (Offered On) | offer records,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14,Pending counted as not accepted,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On,2026 YTD to 2026-09-14 | trailing 6m to 2026-08-27
30.0,35,85.71,13.71,False,2,0,offer records,Status = Accepted,Pending counted as accepted,none (no Rescinded status exists),Offers.Decision On,trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
24.0,28,85.71,13.71,False,20,2,candidates: accepted if any offer accepted | offer records | persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending counted as accepted | Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
18.0,21,85.71,13.71,False,16,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending counted as accepted | Pending excluded,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On,2026 YTD to 2026-09-14 | trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
12.0,14,85.71,13.71,False,32,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted | requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending excluded | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,2026 YTD to 2026-09-14 | trailing 3m to 2026-08-27 | trailing 6m to 2026-08-27
11.17,13,85.92,13.92,False,1,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: offer on a Cancelled opening -> excluded,Offers.Decision On,2026 YTD to 2026-09-14
18.0,31,58.06,13.94,False,18,2,candidates: outcome of latest offer (Offered On),Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14,Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
13.75,16,85.94,13.94,False,7,1,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,none (no Rescinded status exists),Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
31.0,36,86.11,14.11,False,5,1,offer records,Status = Accepted,Pending counted as accepted,none (no Rescinded status exists),Applications.Offered On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
25.0,29,86.21,14.21,False,10,2,candidates: accepted if any offer accepted | persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending counted as accepted,proxy: application carries a Rejection Reason -> excluded,Applications.Offered On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
15.0,26,57.69,14.31,False,14,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14,Pending counted as not accepted,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On,2026 YTD to 2026-09-14
19.0,22,86.36,14.36,False,12,1,candidates: outcome of latest offer (Offered On) | offer records,Status = Accepted,Pending counted as accepted | Pending excluded,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14 | trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
9.5,11,86.36,14.36,False,10,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending counted as accepted,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On,trailing 3m to 2026-08-27
26.0,30,86.67,14.67,False,2,0,persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending counted as accepted,none (no Rescinded status exists),Offers.Decision On,trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
13.0,15,86.67,14.67,False,38,0,requisitions: mean of per-requisition rates | requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending excluded | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,2026 YTD to 2026-09-14 | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
20.0,35,57.14,14.86,False,9,1,offer records,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
16.0,28,57.14,14.86,False,2,0,offer records,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On,2026 YTD to 2026-09-14
12.0,21,57.14,14.86,False,36,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On,trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
12.17,14,86.93,14.93,False,7,1,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
20.0,23,86.96,14.96,False,15,2,candidates: accepted if any offer accepted | persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending counted as accepted | Pending excluded,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
27.0,31,87.1,15.1,False,7,1,candidates: accepted if any offer accepted | persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending counted as accepted,none (no Rescinded status exists),Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
11.33,13,87.15,15.15,False,6,0,requisitions: mean of per-requisition rates,Status = Accepted,Pending counted as accepted,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted,Offers.Decision On,trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
13.0,23,56.52,15.48,False,38,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14,Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
28.0,32,87.5,15.5,False,5,1,candidates: accepted if any offer accepted,Status = Accepted,Pending counted as accepted,none (no Rescinded status exists),Applications.Offered On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
21.0,24,87.5,15.5,False,8,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending counted as accepted,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On,2026 YTD to 2026-09-14
14.0,16,87.5,15.5,False,43,7,requisitions: mean of per-requisition rates | requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending excluded,proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
10.5,12,87.5,15.5,False,2,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Offered On,2026 YTD to 2026-09-14
7.0,8,87.5,15.5,False,148,0,"applications: Stage = Hired / Applications.Offered On present | applications: Stage = Hired / Stage in (Hired, Offer) | candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted | requisitions: mean of per-requisition rates",Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Applications.Stage = Hired | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending excluded | Pending with a Decision On counted as not accepted; other Pending excluded | n/a: Stage cannot separate Pending from Declined,n/a | none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On,calendar 2025 | trailing 3m to 2026-09-14
18.0,32,56.25,15.75,False,10,2,candidates: outcome of latest offer (Offered On),Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14,Pending counted as not accepted,proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
4.5,8,56.25,15.75,False,20,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On,trailing 3m to 2026-09-14
13.17,15,87.8,15.8,False,7,1,requisitions: mean of per-requisition rates,Status = Accepted,Pending excluded,proxy: application carries a Rejection Reason -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
22.0,25,88.0,16.0,False,9,1,offer records | persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending counted as accepted | Pending excluded,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
14.0,25,56.0,16.0,False,2,0,candidates: outcome of latest offer (Offered On),Accepted and Proposed Start Date <= 2026-08-27,Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On,2026 YTD to 2026-09-14
7.83,14,55.93,16.07,False,10,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On,trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
12.33,14,88.07,16.07,False,6,0,requisitions: mean of per-requisition rates,Status = Accepted,Pending counted as accepted,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On | Offers.Offered On,trailing 6m to 2026-08-27
15.0,17,88.24,16.24,False,71,6,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted | requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14 | trailing 3m to 2026-08-27
8.83,10,88.3,16.3,False,6,0,requisitions: mean of per-requisition rates,Status = Accepted,Pending excluded,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On,trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
20.0,36,55.56,16.44,False,5,1,offer records,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
15.0,27,55.56,16.44,False,4,0,candidates: outcome of latest offer (Offered On),Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> not accepted,Offers.Decision On,2026 YTD to 2026-09-14
23.0,26,88.46,16.46,False,12,1,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted,Status = Accepted,Pending counted as accepted,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),2026 YTD to 2026-09-14 | all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
11.5,13,88.46,16.46,False,5,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On,2026 YTD to 2026-09-14
14.17,16,88.56,16.56,False,2,0,requisitions: mean of per-requisition rates,Status = Accepted,Pending counted as accepted,proxy: application carries a Rejection Reason -> excluded,Offers.Decision On,trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
24.0,27,88.89,16.89,False,10,2,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On),Status = Accepted,Pending counted as accepted,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
16.0,18,88.89,16.89,False,30,6,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted,none (no Rescinded status exists) | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
8.0,9,88.89,16.89,False,40,0,requisitions: mean of per-requisition rates | requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,trailing 3m to 2026-08-27 | trailing 3m to 2026-09-14
14.25,16,89.06,17.06,False,7,1,requisitions: mean of per-requisition rates,Status = Accepted,Pending excluded,none (no Rescinded status exists),Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
17.0,31,54.84,17.16,False,9,1,candidates: outcome of latest offer (Offered On),Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
15.17,17,89.24,17.24,False,5,1,requisitions: mean of per-requisition rates,Status = Accepted,Pending counted as accepted,proxy: application carries a Rejection Reason -> excluded,Applications.Offered On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
12.5,14,89.29,17.29,False,7,1,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-09-14,Pending excluded,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
12.0,22,54.55,17.45,False,42,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
6.0,11,54.55,17.45,False,80,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On,trailing 3m to 2026-09-14
26.0,29,89.66,17.66,False,2,0,offer records,Status = Accepted,Pending counted as accepted,proxy: offer on a Cancelled opening -> excluded,Offers.Decision On,trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
15.25,17,89.71,17.71,False,2,0,requisitions: mean of per-requisition rates,Status = Accepted,Pending counted as accepted,none (no Rescinded status exists),Offers.Decision On,trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
13.0,24,54.17,17.83,False,2,0,offer records,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On,trailing 6m to 2026-08-27
27.0,30,90.0,18.0,False,5,1,offer records,Status = Accepted,Pending counted as accepted,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
13.5,15,90.0,18.0,False,2,0,requisitions: mean of per-requisition rates,Status = Accepted,Pending counted as accepted,proxy: application carries a Rejection Reason -> excluded,Applications.Offered On | Offers.Offered On,2026 YTD to 2026-09-14
9.0,10,90.0,18.0,False,6,0,requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27,Pending excluded,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Decision On | Offers.Offered On,trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
4.5,5,90.0,18.0,False,36,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending excluded | Pending with a Decision On counted as not accepted; other Pending excluded,proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,calendar 2025
14.0,26,53.85,18.15,False,2,0,candidates: outcome of latest offer (Offered On),Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On,2026 YTD to 2026-09-14
10.83,12,90.25,18.25,False,2,0,requisitions: mean of per-requisition rates,Status = Accepted,Pending counted as accepted,proxy: offer on a Cancelled opening -> excluded,Offers.Decision On,trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
16.25,18,90.28,18.28,False,5,1,requisitions: mean of per-requisition rates,Status = Accepted,Pending counted as accepted,none (no Rescinded status exists),Applications.Offered On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
14.5,16,90.62,18.62,False,2,0,requisitions: mean of per-requisition rates,Status = Accepted,Pending counted as accepted,none (no Rescinded status exists),Applications.Offered On | Offers.Offered On,2026 YTD to 2026-09-14
8.17,9,90.78,18.78,False,5,0,requisitions: mean of per-requisition rates,Status = Accepted,Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Offers.Decision On,trailing 3m to 2026-08-27
17.0,32,53.12,18.88,False,5,1,candidates: outcome of latest offer (Offered On),Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On | none (all time),all time | trailing 12m to 2026-08-27 | trailing 12m to 2026-09-14
10.0,11,90.91,18.91,False,51,0,requisitions: mean of per-requisition rates | requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,trailing 3m to 2026-09-14 | trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
11.83,13,91.0,19.0,False,4,0,requisitions: mean of per-requisition rates,Status = Accepted,Pending counted as accepted,proxy: offer on a Cancelled opening -> excluded,Applications.Offered On | Offers.Offered On,trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
11.0,12,91.67,19.67,False,22,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted | requisitions: mean of per-requisition rates,Status = Accepted,Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,2026 YTD to 2026-09-14 | trailing 3m to 2026-09-14
5.5,6,91.67,19.67,False,34,0,requisitions: mean of per-requisition rates,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending counted as not accepted | Pending excluded | Pending with a Decision On counted as not accepted; other Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On,calendar 2025 | trailing 3m to 2026-09-14
12.0,23,52.17,19.83,False,6,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | persons (name+phone): accepted if any offer accepted,Accepted and Proposed Start Date <= 2026-08-27,Pending counted as not accepted,proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Offered On,trailing 6m to 2026-08-27
12.0,13,92.31,20.31,False,51,0,candidates: accepted if any offer accepted | candidates: outcome of latest offer (Offered On) | offer records | persons (name+phone): accepted if any offer accepted | requisitions: mean of per-requisition rates | requisitions: share with >=1 accepted offer,Accepted and Proposed Start Date <= 2026-08-27 | Accepted and Proposed Start Date <= 2026-09-14 | Status = Accepted,Pending counted as accepted | Pending excluded,none (no Rescinded status exists) | proxy: application carries a Rejection Reason -> excluded | proxy: application carries a Rejection Reason -> not accepted | proxy: offer on a Cancelled opening -> excluded | proxy: offer on a Cancelled opening -> not accepted,Applications.Offered On | Offers.Decision On | Offers.Offered On,2026 YTD to 2026-09-14 | trailing 3m to 2026-08-27 | trailing 6m to 2026-08-27 | trailing 6m to 2026-09-14
