numerator,denominator,pct,abs_diff_pp,reproduces,definitions,all_time,event,window,date_basis,unit,attribution,channel
38,50,76.0,49.1,False,2,0,candidate: every Candidates record,trailing 3m to 2026-08-27,Candidates.Created On,distinct candidate record | distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
143,188,76.06,49.16,False,1,0,candidate: every Candidates record,trailing 12m to 2026-08-27,Candidates.Created On,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn
175,230,76.09,49.19,False,2,0,application: every Applications row,trailing 6m to 2026-08-27,Applications.Applied On,application rows | distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
267,350,76.29,49.39,False,1,1,application: every Applications row,all time,none (all time),application rows,Candidates.Source as recorded,bucket: Job Board + LinkedIn
255,334,76.35,49.45,False,1,0,application: every Applications row,trailing 12m to 2026-08-27,Applications.Applied On,application rows,Candidates.Source as recorded,bucket: Job Board + LinkedIn
265,347,76.37,49.47,False,1,1,application: every Applications row,all time,none (all time),distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn
139,182,76.37,49.47,False,1,0,candidate: every Candidates record,trailing 12m to 2026-09-14,Candidates.Created On,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn
253,331,76.44,49.54,False,1,0,application: every Applications row,trailing 12m to 2026-08-27,Applications.Applied On,distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn
172,225,76.44,49.54,False,2,0,application: every Applications row,trailing 6m to 2026-09-14,Applications.Applied On,application rows | distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
251,328,76.52,49.62,False,1,0,application: every Applications row,trailing 12m to 2026-09-14,Applications.Applied On,application rows,Candidates.Source as recorded,bucket: Job Board + LinkedIn
190,248,76.61,49.71,False,1,0,application: every Applications row,2026 YTD to 2026-09-14,Applications.Applied On,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn
69,90,76.67,49.77,False,1,0,candidate: every Candidates record,trailing 6m to 2026-08-27,Candidates.Created On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
194,253,76.68,49.78,False,1,0,application: every Applications row,2026 YTD to 2026-09-14,Applications.Applied On,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn
250,326,76.69,49.79,False,1,0,application: every Applications row,trailing 12m to 2026-09-14,Applications.Applied On,distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn
56,73,76.71,49.81,False,2,0,application: every Applications row,trailing 3m to 2026-09-14,Applications.Applied On,application rows | distinct candidate+opening,Candidates.Source as recorded,raw Source = Job Board
66,86,76.74,49.84,False,1,0,candidate: every Candidates record,trailing 6m to 2026-09-14,Candidates.Created On,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
69,89,77.53,50.63,False,1,0,candidate: every Candidates record,trailing 6m to 2026-08-27,Candidates.Created On,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
163,210,77.62,50.72,False,1,0,application: every Applications row,trailing 6m to 2026-08-27,Applications.Applied On,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn
216,278,77.7,50.8,False,1,0,application: every Applications row,2026 YTD to 2026-09-14,Applications.Applied On,application rows,Candidates.Source as recorded,bucket: Job Board + LinkedIn
164,211,77.73,50.83,False,1,0,application: every Applications row,trailing 6m to 2026-08-27,Applications.Applied On,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn
102,131,77.86,50.96,False,1,0,candidate: every Candidates record,2026 YTD to 2026-09-14,Candidates.Created On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
216,277,77.98,51.08,False,1,0,application: every Applications row,2026 YTD to 2026-09-14,Applications.Applied On,distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn
160,205,78.05,51.15,False,1,0,application: every Applications row,trailing 6m to 2026-09-14,Applications.Applied On,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn
161,206,78.16,51.26,False,1,0,application: every Applications row,trailing 6m to 2026-09-14,Applications.Applied On,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn
148,189,78.31,51.41,False,1,0,candidate: every Candidates record,trailing 12m to 2026-08-27,Candidates.Created On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
102,130,78.46,51.56,False,1,0,candidate: every Candidates record,2026 YTD to 2026-09-14,Candidates.Created On,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
33,42,78.57,51.67,False,2,0,candidate: every Candidates record,trailing 3m to 2026-09-14,Candidates.Created On,distinct candidate record | distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
148,188,78.72,51.82,False,1,0,candidate: every Candidates record,trailing 12m to 2026-08-27,Candidates.Created On,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
182,230,79.13,52.23,False,2,0,application: every Applications row,trailing 6m to 2026-08-27,Applications.Applied On,application rows | distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn
91,115,79.13,52.23,False,1,0,application: every Applications row,trailing 3m to 2026-08-27,Applications.Applied On,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
145,183,79.23,52.33,False,1,0,candidate: every Candidates record,trailing 12m to 2026-09-14,Candidates.Created On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
92,116,79.31,52.41,False,1,0,application: every Applications row,trailing 3m to 2026-08-27,Applications.Applied On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
278,350,79.43,52.53,False,1,1,application: every Applications row,all time,none (all time),application rows,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
276,347,79.54,52.64,False,1,1,application: every Applications row,all time,none (all time),distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
179,225,79.56,52.66,False,2,0,application: every Applications row,trailing 6m to 2026-09-14,Applications.Applied On,application rows | distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn
234,294,79.59,52.69,False,2,2,application: every Applications row | candidate: every Candidates record,all time,none (all time),distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
266,334,79.64,52.74,False,1,0,application: every Applications row,trailing 12m to 2026-08-27,Applications.Applied On,application rows,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
239,300,79.67,52.77,False,2,2,application: every Applications row | candidate: every Candidates record,all time,none (all time),distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
145,182,79.67,52.77,False,1,0,candidate: every Candidates record,trailing 12m to 2026-09-14,Candidates.Created On,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
224,281,79.72,52.82,False,1,0,application: every Applications row,trailing 12m to 2026-08-27,Applications.Applied On,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
264,331,79.76,52.86,False,1,0,application: every Applications row,trailing 12m to 2026-08-27,Applications.Applied On,distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
229,287,79.79,52.89,False,1,0,application: every Applications row,trailing 12m to 2026-08-27,Applications.Applied On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
40,50,80.0,53.1,False,2,0,candidate: every Candidates record,trailing 3m to 2026-08-27,Candidates.Created On,distinct candidate record | distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
4,5,80.0,53.1,False,12,0,hire started: Accepted and Proposed Start Date <= 2026-08-27 | hire started: Accepted and Proposed Start Date <= 2026-09-14 | hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,calendar 2025,Offers.Proposed Start Date,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn | bucket: Job Board + LinkedIn + Career Site | raw Source = Job Board
263,328,80.18,53.28,False,1,0,application: every Applications row,trailing 12m to 2026-09-14,Applications.Applied On,application rows,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
224,279,80.29,53.39,False,1,0,application: every Applications row,trailing 12m to 2026-09-14,Applications.Applied On,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
98,122,80.33,53.43,False,2,0,application: every Applications row,trailing 3m to 2026-08-27,Applications.Applied On,application rows | distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
229,285,80.35,53.45,False,1,0,application: every Applications row,trailing 12m to 2026-09-14,Applications.Applied On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
262,326,80.37,53.47,False,1,0,application: every Applications row,trailing 12m to 2026-09-14,Applications.Applied On,distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
134,166,80.72,53.82,False,1,0,candidate: every Candidates record,calendar 2025,Candidates.Created On,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
137,169,81.07,54.17,False,1,0,candidate: every Candidates record,calendar 2025,Candidates.Created On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
57,70,81.43,54.53,False,1,0,application: every Applications row,calendar 2025,Applications.Applied On,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
227,278,81.65,54.75,False,1,0,application: every Applications row,2026 YTD to 2026-09-14,Applications.Applied On,application rows,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
58,71,81.69,54.79,False,1,0,application: every Applications row,calendar 2025,Applications.Applied On,distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
94,115,81.74,54.84,False,1,0,application: every Applications row,trailing 3m to 2026-08-27,Applications.Applied On,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn
207,253,81.82,54.92,False,1,0,application: every Applications row,2026 YTD to 2026-09-14,Applications.Applied On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
203,248,81.85,54.95,False,1,0,application: every Applications row,2026 YTD to 2026-09-14,Applications.Applied On,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
95,116,81.9,55.0,False,1,0,application: every Applications row,trailing 3m to 2026-08-27,Applications.Applied On,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn
59,72,81.94,55.04,False,1,0,application: every Applications row,calendar 2025,Applications.Applied On,application rows,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
227,277,81.95,55.05,False,1,0,application: every Applications row,2026 YTD to 2026-09-14,Applications.Applied On,distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
56,68,82.35,55.45,False,1,0,application: every Applications row,calendar 2025,Applications.Applied On,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
72,87,82.76,55.86,False,1,0,candidate: every Candidates record,trailing 6m to 2026-09-14,Candidates.Created On,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
101,122,82.79,55.89,False,2,0,application: every Applications row,trailing 3m to 2026-08-27,Applications.Applied On,application rows | distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn
174,210,82.86,55.96,False,1,0,application: every Applications row,trailing 6m to 2026-08-27,Applications.Applied On,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
58,70,82.86,55.96,False,2,0,application: every Applications row,trailing 3m to 2026-09-14,Applications.Applied On,distinct candidate record | distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
175,211,82.94,56.04,False,1,0,application: every Applications row,trailing 6m to 2026-08-27,Applications.Applied On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
157,189,83.07,56.17,False,1,0,candidate: every Candidates record,trailing 12m to 2026-08-27,Candidates.Created On,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
109,131,83.21,56.31,False,1,0,candidate: every Candidates record,2026 YTD to 2026-09-14,Candidates.Created On,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
75,90,83.33,56.43,False,1,0,candidate: every Candidates record,trailing 6m to 2026-08-27,Candidates.Created On,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
35,42,83.33,56.43,False,2,0,candidate: every Candidates record,trailing 3m to 2026-09-14,Candidates.Created On,distinct candidate record | distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
5,6,83.33,56.43,False,12,0,hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,calendar 2025,Offers.Decision On,application rows | distinct candidate record | distinct candidate+opening | distinct person (name+phone),Applications.Referred By overrides Source | Candidates.Source as recorded,bucket: Job Board + LinkedIn | bucket: Job Board + LinkedIn + Career Site | raw Source = Job Board
171,205,83.41,56.51,False,1,0,application: every Applications row,trailing 6m to 2026-09-14,Applications.Applied On,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
192,230,83.48,56.58,False,2,0,application: every Applications row,trailing 6m to 2026-08-27,Applications.Applied On,application rows | distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
172,206,83.5,56.6,False,1,0,application: every Applications row,trailing 6m to 2026-09-14,Applications.Applied On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
157,188,83.51,56.61,False,1,0,candidate: every Candidates record,trailing 12m to 2026-08-27,Candidates.Created On,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
61,73,83.56,56.66,False,2,0,application: every Applications row,trailing 3m to 2026-09-14,Applications.Applied On,application rows | distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn
72,86,83.72,56.82,False,1,0,candidate: every Candidates record,trailing 6m to 2026-09-14,Candidates.Created On,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
109,130,83.85,56.95,False,1,0,candidate: every Candidates record,2026 YTD to 2026-09-14,Candidates.Created On,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
189,225,84.0,57.1,False,2,0,application: every Applications row,trailing 6m to 2026-09-14,Applications.Applied On,application rows | distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
154,183,84.15,57.25,False,1,0,candidate: every Candidates record,trailing 12m to 2026-09-14,Candidates.Created On,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
75,89,84.27,57.37,False,1,0,candidate: every Candidates record,trailing 6m to 2026-08-27,Candidates.Created On,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
242,287,84.32,57.42,False,1,0,application: every Applications row,trailing 12m to 2026-08-27,Applications.Applied On,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
253,300,84.33,57.43,False,2,2,application: every Applications row | candidate: every Candidates record,all time,none (all time),distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
237,281,84.34,57.44,False,1,0,application: every Applications row,trailing 12m to 2026-08-27,Applications.Applied On,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
248,294,84.35,57.45,False,2,2,application: every Applications row | candidate: every Candidates record,all time,none (all time),distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
154,182,84.62,57.72,False,1,0,candidate: every Candidates record,trailing 12m to 2026-09-14,Candidates.Created On,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
242,285,84.91,58.01,False,1,0,application: every Applications row,trailing 12m to 2026-09-14,Applications.Applied On,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
141,166,84.94,58.04,False,1,0,candidate: every Candidates record,calendar 2025,Candidates.Created On,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
237,279,84.95,58.05,False,1,0,application: every Applications row,trailing 12m to 2026-09-14,Applications.Applied On,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
284,334,85.03,58.13,False,1,0,application: every Applications row,trailing 12m to 2026-08-27,Applications.Applied On,application rows,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
298,350,85.14,58.24,False,1,1,application: every Applications row,all time,none (all time),application rows,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
282,331,85.2,58.3,False,1,0,application: every Applications row,trailing 12m to 2026-08-27,Applications.Applied On,distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
144,169,85.21,58.31,False,1,0,candidate: every Candidates record,calendar 2025,Candidates.Created On,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
296,347,85.3,58.4,False,1,1,application: every Applications row,all time,none (all time),distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
280,328,85.37,58.47,False,1,0,application: every Applications row,trailing 12m to 2026-09-14,Applications.Applied On,application rows,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
279,326,85.58,58.68,False,1,0,application: every Applications row,trailing 12m to 2026-09-14,Applications.Applied On,distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
180,210,85.71,58.81,False,1,0,application: every Applications row,trailing 6m to 2026-08-27,Applications.Applied On,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
60,70,85.71,58.81,False,2,0,application: every Applications row,trailing 3m to 2026-09-14,Applications.Applied On,distinct candidate record | distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn
6,7,85.71,58.81,False,2,0,hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,calendar 2025,Applications.Closed On | Offers.Offered On,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
217,253,85.77,58.87,False,1,0,application: every Applications row,2026 YTD to 2026-09-14,Applications.Applied On,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
181,211,85.78,58.88,False,1,0,application: every Applications row,trailing 6m to 2026-08-27,Applications.Applied On,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
213,248,85.89,58.99,False,1,0,application: every Applications row,2026 YTD to 2026-09-14,Applications.Applied On,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
239,278,85.97,59.07,False,1,0,application: every Applications row,2026 YTD to 2026-09-14,Applications.Applied On,application rows,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
239,277,86.28,59.38,False,1,0,application: every Applications row,2026 YTD to 2026-09-14,Applications.Applied On,distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
63,73,86.3,59.4,False,2,0,application: every Applications row,trailing 3m to 2026-09-14,Applications.Applied On,application rows | distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn
177,205,86.34,59.44,False,1,0,application: every Applications row,trailing 6m to 2026-09-14,Applications.Applied On,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
178,206,86.41,59.51,False,1,0,application: every Applications row,trailing 6m to 2026-09-14,Applications.Applied On,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
199,230,86.52,59.62,False,2,0,application: every Applications row,trailing 6m to 2026-08-27,Applications.Applied On,application rows | distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
196,225,87.11,60.21,False,2,0,application: every Applications row,trailing 6m to 2026-09-14,Applications.Applied On,application rows | distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
7,8,87.5,60.6,False,2,0,hired: Applications.Stage = Hired | offer extended: any Offer record,calendar 2025,Applications.Applied On | Offers.Offered On,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
101,115,87.83,60.93,False,1,0,application: every Applications row,trailing 3m to 2026-08-27,Applications.Applied On,distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
102,116,87.93,61.03,False,1,0,application: every Applications row,trailing 3m to 2026-08-27,Applications.Applied On,distinct candidate record,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
108,122,88.52,61.62,False,2,0,application: every Applications row,trailing 3m to 2026-08-27,Applications.Applied On,application rows | distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
104,115,90.43,63.53,False,1,0,application: every Applications row,trailing 3m to 2026-08-27,Applications.Applied On,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
105,116,90.52,63.62,False,1,0,application: every Applications row,trailing 3m to 2026-08-27,Applications.Applied On,distinct candidate record,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
111,122,90.98,64.08,False,2,0,application: every Applications row,trailing 3m to 2026-08-27,Applications.Applied On,application rows | distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
64,70,91.43,64.53,False,2,0,application: every Applications row,trailing 3m to 2026-09-14,Applications.Applied On,distinct candidate record | distinct person (name+phone),Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
67,73,91.78,64.88,False,2,0,application: every Applications row,trailing 3m to 2026-09-14,Applications.Applied On,application rows | distinct candidate+opening,Applications.Referred By overrides Source,bucket: Job Board + LinkedIn + Career Site
66,70,94.29,67.39,False,2,0,application: every Applications row,trailing 3m to 2026-09-14,Applications.Applied On,distinct candidate record | distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
69,73,94.52,67.62,False,2,0,application: every Applications row,trailing 3m to 2026-09-14,Applications.Applied On,application rows | distinct candidate+opening,Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
6,6,100.0,73.1,False,2,0,hired: Applications.Stage = Hired | offer accepted: Offers.Status = Accepted,calendar 2025,Offers.Decision On,distinct person (name+phone),Candidates.Source as recorded,bucket: Job Board + LinkedIn + Career Site
